tau,s,h
0.26156533,0.45325400,0.00000000
0.26156533,0.47213958,0.00000000
0.26156533,0.49102515,0.00000000
0.26156533,0.50991073,0.00000000
0.26156533,0.52879636,0.00000000
0.26156533,0.54768193,0.00000000
0.26156533,0.56656750,0.00000000
0.26156533,0.58545308,0.00000000
0.26156533,0.60433865,0.00000000
0.26156533,0.62322423,0.00000000
0.26156533,0.64210986,0.00000000
0.26156533,0.66099543,0.00000000
0.26156533,0.67988101,0.00000000
0.26156533,0.69876658,0.00000000
0.26156533,0.71765215,0.00000000
0.26156533,0.73653773,0.00000000
0.26156533,0.75542336,0.00000000
0.26156533,0.77430893,0.00000000
0.26156533,0.79319451,0.00000000
0.26156533,0.81208008,0.00000000
0.26156533,0.83096565,0.00000000
0.26156533,0.84985123,0.00000000
0.26156533,0.86873686,0.00000000
0.26156533,0.88762243,0.00000000
0.26156533,0.90650801,0.00000000
0.26156533,0.92539358,0.00000000
0.27950663,0.00000000,0.00010995
0.27950663,0.01888558,0.00010934
0.27950663,0.03777117,0.00010855
0.27950663,0.05665675,0.00010757
0.27950663,0.07554233,0.00010636
0.27950663,0.09442792,0.00010489
0.27950663,0.11331350,0.00010311
0.27950663,0.13219909,0.00010096
0.27950663,0.15108466,0.00009836
0.27950663,0.16997025,0.00009519
0.27950663,0.18885584,0.00009127
0.27950663,0.20774141,0.00008634
0.27950663,0.22662700,0.00007990
0.27950663,0.24551258,0.00007093
0.27950663,0.26439818,0.00005626
0.27950663,0.28328375,0.00000000
0.27950663,0.30216933,0.00000000
0.27950663,0.32105493,0.00000000
0.27950663,0.33994050,0.00000000
0.27950663,0.35882608,0.00000000
0.27950663,0.37771168,0.00000000
0.27950663,0.39659725,0.00000000
0.27950663,0.41548283,0.00000000
0.27950663,0.43436843,0.00000000
0.27950663,0.45325400,0.00000000
0.27950663,0.47213958,0.00000000
0.27950663,0.49102515,0.00000000
0.27950663,0.50991073,0.00000000
0.27950663,0.52879636,0.00000000
0.27950663,0.54768193,0.00000000
0.27950663,0.56656750,0.00000000
0.27950663,0.58545308,0.00000000
0.27950663,0.60433865,0.00000000
0.27950663,0.62322423,0.00000000
0.27950663,0.64210986,0.00000000
0.27950663,0.66099543,0.00000000
0.27950663,0.67988101,0.00000000
0.27950663,0.69876658,0.00000000
0.27950663,0.71765215,0.00000000
0.27950663,0.73653773,0.00000000
0.27950663,0.75542336,0.00000000
0.27950663,0.77430893,0.00000000
0.27950663,0.79319451,0.00000000
0.27950663,0.81208008,0.00000000
0.27950663,0.83096565,0.00000000
0.27950663,0.84985123,0.00000000
0.27950663,0.86873686,0.00000000
0.27950663,0.88762243,0.00000000
0.27950663,0.90650801,0.00000000
0.27950663,0.92539358,0.00000000
0.29744793,0.00000000,0.00011040
0.29744793,0.01888558,0.00010993
0.29744793,0.03777117,0.00010930
0.29744793,0.05665675,0.00010851
0.29744793,0.07554233,0.00010752
0.29744793,0.09442792,0.00010630
0.29744793,0.11331350,0.00010481
0.29744793,0.13219909,0.00010302
0.29744793,0.15108466,0.00010085
0.29744793,0.16997025,0.00009822
0.29744793,0.18885584,0.00009501
0.29744793,0.20774141,0.00009105
0.29744793,0.22662700,0.00008606
0.29744793,0.24551258,0.00007953
0.29744793,0.26439818,0.00007038
0.29744793,0.28328375,0.00005521
0.29744793,0.30216933,0.00000000
0.29744793,0.32105493,0.00000000
0.29744793,0.33994050,0.00000000
0.29744793,0.35882608,0.00000000
0.29744793,0.37771168,0.00000000
0.29744793,0.39659725,0.00000000
0.29744793,0.41548283,0.00000000
0.29744793,0.43436843,0.00000000
0.29744793,0.45325400,0.00000000
0.29744793,0.47213958,0.00000000
0.29744793,0.49102515,0.00000000
0.29744793,0.50991073,0.00000000
0.29744793,0.52879636,0.00000000
0.29744793,0.54768193,0.00000000
0.29744793,0.56656750,0.00000000
0.29744793,0.58545308,0.00000000
0.29744793,0.60433865,0.00000000
0.29744793,0.62322423,0.00000000
0.29744793,0.64210986,0.00000000
0.29744793,0.66099543,0.00000000
0.29744793,0.67988101,0.00000000
0.29744793,0.69876658,0.00000000
0.29744793,0.71765215,0.00000000
0.29744793,0.73653773,0.00000000
0.29744793,0.75542336,0.00000000
0.29744793,0.77430893,0.00000000
0.29744793,0.79319451,0.00000000
0.29744793,0.81208008,0.00000000
0.29744793,0.83096565,0.00000000
0.29744793,0.84985123,0.00000000
0.29744793,0.86873686,0.00000000
0.29744793,0.88762243,0.00000000
0.29744793,0.90650801,0.00000000
0.29744793,0.92539358,0.00000000
0.31538923,0.00000000,0.00011072
0.31538923,0.01888558,0.00011038
0.31538923,0.03777117,0.00010990
0.31538923,0.05665675,0.00010927
0.31538923,0.07554233,0.00010846
0.31538923,0.09442792,0.00010746
0.31538923,0.11331350,0.00010623
0.31538923,0.13219909,0.00010473
0.31538923,0.15108466,0.00010292
0.31538923,0.16997025,0.00010073
0.31538923,0.18885584,0.00009807
0.31538923,0.20774141,0.00009483
0.31538923,0.22662700,0.00009083
0.31538923,0.24551258,0.00008577
0.31538923,0.26439818,0.00007915
0.31538923,0.28328375,0.00006982
0.31538923,0.30216933,0.00005410
0.31538923,0.32105493,0.00000000
0.31538923,0.33994050,0.00000000
0.31538923,0.35882608,0.00000000
0.31538923,0.37771168,0.00000000
0.31538923,0.39659725,0.00000000
0.31538923,0.41548283,0.00000000
0.31538923,0.43436843,0.00000000
0.31538923,0.45325400,0.00000000
0.31538923,0.47213958,0.00000000
0.31538923,0.49102515,0.00000000
0.31538923,0.50991073,0.00000000
0.31538923,0.52879636,0.00000000
0.31538923,0.54768193,0.00000000
0.31538923,0.56656750,0.00000000
0.31538923,0.58545308,0.00000000
0.31538923,0.60433865,0.00000000
0.31538923,0.62322423,0.00000000
0.31538923,0.64210986,0.00000000
0.31538923,0.66099543,0.00000000
0.31538923,0.67988101,0.00000000
0.31538923,0.69876658,0.00000000
0.31538923,0.71765215,0.00000000
0.31538923,0.73653773,0.00000000
0.31538923,0.75542336,0.00000000
0.31538923,0.77430893,0.00000000
0.31538923,0.79319451,0.00000000
0.31538923,0.81208008,0.00000000
0.31538923,0.83096565,0.00000000
0.31538923,0.84985123,0.00000000
0.31538923,0.86873686,0.00000000
0.31538923,0.88762243,0.00000000
0.31538923,0.90650801,0.00000000
0.31538923,0.92539358,0.00000000
0.33333054,0.00000000,0.00011093
0.33333054,0.01888558,0.00011071
0.33333054,0.03777117,0.00011036
0.33333054,0.05665675,0.00010987
0.33333054,0.07554233,0.00010923
0.33333054,0.09442792,0.00010842
0.33333054,0.11331350,0.00010740
0.33333054,0.13219909,0.00010616
0.33333054,0.15108466,0.00010465
0.33333054,0.16997025,0.00010282
0.33333054,0.18885584,0.00010061
0.33333054,0.20774141,0.00009792
0.33333054,0.22662700,0.00009465
0.33333054,0.24551258,0.00009060
0.33333054,0.26439818,0.00008549
0.33333054,0.28328375,0.00007876
0.33333054,0.30216933,0.00006924
0.33333054,0.32105493,0.00005293
0.33333054,0.33994050,0.00000000
0.33333054,0.35882608,0.00000000
0.33333054,0.37771168,0.00000000
0.33333054,0.39659725,0.00000000
0.33333054,0.41548283,0.00000000
0.33333054,0.43436843,0.00000000
0.33333054,0.45325400,0.00000000
0.33333054,0.47213958,0.00000000
0.33333054,0.49102515,0.00000000
0.33333054,0.50991073,0.00000000
0.33333054,0.52879636,0.00000000
0.33333054,0.54768193,0.00000000
0.33333054,0.56656750,0.00000000
0.33333054,0.58545308,0.00000000
0.33333054,0.60433865,0.00000000
0.33333054,0.62322423,0.00000000
0.33333054,0.64210986,0.00000000
0.33333054,0.66099543,0.00000000
0.33333054,0.67988101,0.00000000
0.33333054,0.69876658,0.00000000
0.33333054,0.71765215,0.00000000
0.33333054,0.73653773,0.00000000
0.33333054,0.75542336,0.00000000
0.33333054,0.77430893,0.00000000
0.33333054,0.79319451,0.00000000
0.33333054,0.81208008,0.00000000
0.33333054,0.83096565,0.00000000
0.33333054,0.84985123,0.00000000
0.33333054,0.86873686,0.00000000
0.33333054,0.88762243,0.00000000
0.33333054,0.90650801,0.00000000
0.33333054,0.92539358,0.00000000
0.35127184,0.00000000,0.00011105
0.35127184,0.01888558,0.00011092
0.35127184,0.03777117,0.00011069
0.35127184,0.05665675,0.00011034
0.35127184,0.07554233,0.00010984
0.35127184,0.09442792,0.00010919
0.35127184,0.11331350,0.00010837
0.35127184,0.13219909,0.00010735
0.35127184,0.15108466,0.00010609
0.35127184,0.16997025,0.00010456
0.35127184,0.18885584,0.00010272
0.35127184,0.20774141,0.00010048
0.35127184,0.22662700,0.00009778
0.35127184,0.24551258,0.00009447
0.35127184,0.26439818,0.00009038
0.35127184,0.28328375,0.00008519
0.35127184,0.30216933,0.00007836
0.35127184,0.32105493,0.00006864
0.35127184,0.33994050,0.00005170
0.35127184,0.35882608,0.00000000
0.35127184,0.37771168,0.00000000
0.35127184,0.39659725,0.00000000
0.35127184,0.41548283,0.00000000
0.35127184,0.43436843,0.00000000
0.35127184,0.45325400,0.00000000
0.35127184,0.47213958,0.00000000
0.35127184,0.49102515,0.00000000
0.35127184,0.50991073,0.00000000
0.35127184,0.52879636,0.00000000
0.35127184,0.54768193,0.00000000
0.35127184,0.56656750,0.00000000
0.35127184,0.58545308,0.00000000
0.35127184,0.60433865,0.00000000
0.35127184,0.62322423,0.00000000
0.35127184,0.64210986,0.00000000
0.35127184,0.66099543,0.00000000
0.35127184,0.67988101,0.00000000
0.35127184,0.69876658,0.00000000
0.35127184,0.71765215,0.00000000
0.35127184,0.73653773,0.00000000
0.35127184,0.75542336,0.00000000
0.35127184,0.77430893,0.00000000
0.35127184,0.79319451,0.00000000
0.35127184,0.81208008,0.00000000
0.35127184,0.83096565,0.00000000
0.35127184,0.84985123,0.00000000
0.35127184,0.86873686,0.00000000
0.35127184,0.88762243,0.00000000
0.35127184,0.90650801,0.00000000
0.35127184,0.92539358,0.00000000
0.36921316,0.00000000,0.00011108
0.36921316,0.01888558,0.00011105
0.36921316,0.03777117,0.00011092
0.36921316,0.05665675,0.00011068
0.36921316,0.07554233,0.00011031
0.36921316,0.09442792,0.00010981
0.36921316,0.11331350,0.00010916
0.36921316,0.13219909,0.00010833
0.36921316,0.15108466,0.00010729
0.36921316,0.16997025,0.00010602
0.36921316,0.18885584,0.00010448
0.36921316,0.20774141,0.00010261
0.36921316,0.22662700,0.00010036
0.36921316,0.24551258,0.00009763
0.36921316,0.26439818,0.00009429
0.36921316,0.28328375,0.00009015
0.36921316,0.30216933,0.00008490
0.36921316,0.32105493,0.00007796
0.36921316,0.33994050,0.00006804
0.36921316,0.35882608,0.00005038
0.36921316,0.37771168,0.00000000
0.36921316,0.39659725,0.00000000
0.36921316,0.41548283,0.00000000
0.36921316,0.43436843,0.00000000
0.36921316,0.45325400,0.00000000
0.36921316,0.47213958,0.00000000
0.36921316,0.49102515,0.00000000
0.36921316,0.50991073,0.00000000
0.36921316,0.52879636,0.00000000
0.36921316,0.54768193,0.00000000
0.36921316,0.56656750,0.00000000
0.36921316,0.58545308,0.00000000
0.36921316,0.60433865,0.00000000
0.36921316,0.62322423,0.00000000
0.36921316,0.64210986,0.00000000
0.36921316,0.66099543,0.00000000
0.36921316,0.67988101,0.00000000
0.36921316,0.69876658,0.00000000
0.36921316,0.71765215,0.00000000
0.36921316,0.73653773,0.00000000
0.36921316,0.75542336,0.00000000
0.36921316,0.77430893,0.00000000
0.36921316,0.79319451,0.00000000
0.36921316,0.81208008,0.00000000
0.36921316,0.83096565,0.00000000
0.36921316,0.84985123,0.00000000
0.36921316,0.86873686,0.00000000
0.36921316,0.88762243,0.00000000
0.36921316,0.90650801,0.00000000
0.36921316,0.92539358,0.00000000
0.38715447,0.00000000,0.00011102
0.38715447,0.01888558,0.00011108
0.38715447,0.03777117,0.00011104
0.38715447,0.05665675,0.00011091
0.38715447,0.07554233,0.00011066
0.38715447,0.09442792,0.00011029
0.38715447,0.11331350,0.00010978
0.38715447,0.13219909,0.00010912
0.38715447,0.15108466,0.00010828
0.38715447,0.16997025,0.00010723
0.38715447,0.18885584,0.00010595
0.38715447,0.20774141,0.00010439
0.38715447,0.22662700,0.00010251
0.38715447,0.24551258,0.00010024
0.38715447,0.26439818,0.00009747
0.38715447,0.28328375,0.00009410
0.38715447,0.30216933,0.00008991
0.38715447,0.32105493,0.00008460
0.38715447,0.33994050,0.00007755
0.38715447,0.35882608,0.00006741
0.38715447,0.37771168,0.00004898
0.38715447,0.39659725,0.00000000
0.38715447,0.41548283,0.00000000
0.38715447,0.43436843,0.00000000
0.38715447,0.45325400,0.00000000
0.38715447,0.47213958,0.00000000
0.38715447,0.49102515,0.00000000
0.38715447,0.50991073,0.00000000
0.38715447,0.52879636,0.00000000
0.38715447,0.54768193,0.00000000
0.38715447,0.56656750,0.00000000
0.38715447,0.58545308,0.00000000
0.38715447,0.60433865,0.00000000
0.38715447,0.62322423,0.00000000
0.38715447,0.64210986,0.00000000
0.38715447,0.66099543,0.00000000
0.38715447,0.67988101,0.00000000
0.38715447,0.69876658,0.00000000
0.38715447,0.71765215,0.00000000
0.38715447,0.73653773,0.00000000
0.38715447,0.75542336,0.00000000
0.38715447,0.77430893,0.00000000
0.38715447,0.79319451,0.00000000
0.38715447,0.81208008,0.00000000
0.38715447,0.83096565,0.00000000
0.38715447,0.84985123,0.00000000
0.38715447,0.86873686,0.00000000
0.38715447,0.88762243,0.00000000
0.38715447,0.90650801,0.00000000
0.38715447,0.92539358,0.00000000
0.40509577,0.00000000,0.00011090
0.40509577,0.01888558,0.00011103
0.40509577,0.03777117,0.00011108
0.40509577,0.05665675,0.00011104
0.40509577,0.07554233,0.00011090
0.40509577,0.09442792,0.00011065
0.40509577,0.11331350,0.00011027
0.40509577,0.13219909,0.00010976
0.40509577,0.15108466,0.00010908
0.40509577,0.16997025,0.00010823
0.40509577,0.18885584,0.00010717
0.40509577,0.20774141,0.00010588
0.40509577,0.22662700,0.00010431
0.40509577,0.24551258,0.00010241
0.40509577,0.26439818,0.00010011
0.40509577,0.28328375,0.00009732
0.40509577,0.30216933,0.00009391
0.40509577,0.32105493,0.00008968
0.40509577,0.33994050,0.00008429
0.40509577,0.35882608,0.00007714
0.40509577,0.37771168,0.00006677
0.40509577,0.39659725,0.00004746
0.40509577,0.41548283,0.00000000
0.40509577,0.43436843,0.00000000
0.40509577,0.45325400,0.00000000
0.40509577,0.47213958,0.00000000
0.40509577,0.49102515,0.00000000
0.40509577,0.50991073,0.00000000
0.40509577,0.52879636,0.00000000
0.40509577,0.54768193,0.00000000
0.40509577,0.56656750,0.00000000
0.40509577,0.58545308,0.00000000
0.40509577,0.60433865,0.00000000
0.40509577,0.62322423,0.00000000
0.40509577,0.64210986,0.00000000
0.40509577,0.66099543,0.00000000
0.40509577,0.67988101,0.00000000
0.40509577,0.69876658,0.00000000
0.40509577,0.71765215,0.00000000
0.40509577,0.73653773,0.00000000
0.40509577,0.75542336,0.00000000
0.40509577,0.77430893,0.00000000
0.40509577,0.79319451,0.00000000
0.40509577,0.81208008,0.00000000
0.40509577,0.83096565,0.00000000
0.40509577,0.84985123,0.00000000
0.40509577,0.86873686,0.00000000
0.40509577,0.88762243,0.00000000
0.40509577,0.90650801,0.00000000
0.40509577,0.92539358,0.00000000
0.42303707,0.00000000,0.00011071
0.42303707,0.01888558,0.00011091
0.42303707,0.03777117,0.00011103
0.42303707,0.05665675,0.00011108
0.42303707,0.07554233,0.00011103
0.42303707,0.09442792,0.00011089
0.42303707,0.11331350,0.00011063
0.42303707,0.13219909,0.00011025
0.42303707,0.15108466,0.00010973
0.42303707,0.16997025,0.00010904
0.42303707,0.18885584,0.00010818
0.42303707,0.20774141,0.00010712
0.42303707,0.22662700,0.00010581
0.42303707,0.24551258,0.00010422
0.42303707,0.26439818,0.00010230
0.42303707,0.28328375,0.00009998
0.42303707,0.30216933,0.00009717
0.42303707,0.32105493,0.00009372
0.42303707,0.33994050,0.00008944
0.42303707,0.35882608,0.00008398
0.42303707,0.37771168,0.00007671
0.42303707,0.39659725,0.00006611
0.42303707,0.41548283,0.00004582
0.42303707,0.43436843,0.00000000
0.42303707,0.45325400,0.00000000
0.42303707,0.47213958,0.00000000
0.42303707,0.49102515,0.00000000
0.42303707,0.50991073,0.00000000
0.42303707,0.52879636,0.00000000
0.42303707,0.54768193,0.00000000
0.42303707,0.56656750,0.00000000
0.42303707,0.58545308,0.00000000
0.42303707,0.60433865,0.00000000
0.42303707,0.62322423,0.00000000
0.42303707,0.64210986,0.00000000
0.42303707,0.66099543,0.00000000
0.42303707,0.67988101,0.00000000
0.42303707,0.69876658,0.00000000
0.42303707,0.71765215,0.00000000
0.42303707,0.73653773,0.00000000
0.42303707,0.75542336,0.00000000
0.42303707,0.77430893,0.00000000
0.42303707,0.79319451,0.00000000
0.42303707,0.81208008,0.00000000
0.42303707,0.83096565,0.00000000
0.42303707,0.84985123,0.00000000
0.42303707,0.86873686,0.00000000
0.42303707,0.88762243,0.00000000
0.42303707,0.90650801,0.00000000
0.42303707,0.92539358,0.00000000
0.44097837,0.00000000,0.00011046
0.44097837,0.01888558,0.00011072
0.44097837,0.03777117,0.00011092
0.44097837,0.05665675,0.00011104
0.44097837,0.07554233,0.00011108
0.44097837,0.09442792,0.00011103
0.44097837,0.11331350,0.00011088
0.44097837,0.13219909,0.00011061
0.44097837,0.15108466,0.00011023
0.44097837,0.16997025,0.00010970
0.44097837,0.18885584,0.00010901
0.44097837,0.20774141,0.00010814
0.44097837,0.22662700,0.00010706
0.44097837,0.24551258,0.00010574
0.44097837,0.26439818,0.00010413
0.44097837,0.28328375,0.00010220
0.44097837,0.30216933,0.00009985
0.44097837,0.32105493,0.00009701
0.44097837,0.33994050,0.00009353
0.44097837,0.35882608,0.00008920
0.44097837,0.37771168,0.00008367
0.44097837,0.39659725,0.00007628
0.44097837,0.41548283,0.00006543
0.44097837,0.43436843,0.00004403
0.44097837,0.45325400,0.00000000
0.44097837,0.47213958,0.00000000
0.44097837,0.49102515,0.00000000
0.44097837,0.50991073,0.00000000
0.44097837,0.52879636,0.00000000
0.44097837,0.54768193,0.00000000
0.44097837,0.56656750,0.00000000
0.44097837,0.58545308,0.00000000
0.44097837,0.60433865,0.00000000
0.44097837,0.62322423,0.00000000
0.44097837,0.64210986,0.00000000
0.44097837,0.66099543,0.00000000
0.44097837,0.67988101,0.00000000
0.44097837,0.69876658,0.00000000
0.44097837,0.71765215,0.00000000
0.44097837,0.73653773,0.00000000
0.44097837,0.75542336,0.00000000
0.44097837,0.77430893,0.00000000
0.44097837,0.79319451,0.00000000
0.44097837,0.81208008,0.00000000
0.44097837,0.83096565,0.00000000
0.44097837,0.84985123,0.00000000
0.44097837,0.86873686,0.00000000
0.44097837,0.88762243,0.00000000
0.44097837,0.90650801,0.00000000
0.44097837,0.92539358,0.00000000
0.45891967,0.00000000,0.00011015
0.45891967,0.01888558,0.00011047
0.45891967,0.03777117,0.00011073
0.45891967,0.05665675,0.00011092
0.45891967,0.07554233,0.00011104
0.45891967,0.09442792,0.00011108
0.45891967,0.11331350,0.00011102
0.45891967,0.13219909,0.00011087
0.45891967,0.15108466,0.00011060
0.45891967,0.16997025,0.00011020
0.45891967,0.18885584,0.00010967
0.45891967,0.20774141,0.00010897
0.45891967,0.22662700,0.00010809
0.45891967,0.24551258,0.00010700
0.45891967,0.26439818,0.00010566
0.45891967,0.28328375,0.00010405
0.45891967,0.30216933,0.00010209
0.45891967,0.32105493,0.00009973
0.45891967,0.33994050,0.00009685
0.45891967,0.35882608,0.00009334
0.45891967,0.37771168,0.00008896
0.45891967,0.39659725,0.00008335
0.45891967,0.41548283,0.00007584
0.45891967,0.43436843,0.00006474
0.45891967,0.45325400,0.00004204
0.45891967,0.47213958,0.00000000
0.45891967,0.49102515,0.00000000
0.45891967,0.50991073,0.00000000
0.45891967,0.52879636,0.00000000
0.45891967,0.54768193,0.00000000
0.45891967,0.56656750,0.00000000
0.45891967,0.58545308,0.00000000
0.45891967,0.60433865,0.00000000
0.45891967,0.62322423,0.00000000
0.45891967,0.64210986,0.00000000
0.45891967,0.66099543,0.00000000
0.45891967,0.67988101,0.00000000
0.45891967,0.69876658,0.00000000
0.45891967,0.71765215,0.00000000
0.45891967,0.73653773,0.00000000
0.45891967,0.75542336,0.00000000
0.45891967,0.77430893,0.00000000
0.45891967,0.79319451,0.00000000
0.45891967,0.81208008,0.00000000
0.45891967,0.83096565,0.00000000
0.45891967,0.84985123,0.00000000
0.45891967,0.86873686,0.00000000
0.45891967,0.88762243,0.00000000
0.45891967,0.90650801,0.00000000
0.45891967,0.92539358,0.00000000
0.47686097,0.00000000,0.00010979
0.47686097,0.01888558,0.00011017
0.47686097,0.03777117,0.00011049
0.47686097,0.05665675,0.00011074
0.47686097,0.07554233,0.00011093
0.47686097,0.09442792,0.00011105
0.47686097,0.11331350,0.00011108
0.47686097,0.13219909,0.00011102
0.47686097,0.15108466,0.00011086
0.47686097,0.16997025,0.00011058
0.47686097,0.18885584,0.00011018
0.47686097,0.20774141,0.00010963
0.47686097,0.22662700,0.00010893
0.47686097,0.24551258,0.00010804
0.47686097,0.26439818,0.00010694
0.47686097,0.28328375,0.00010559
0.47686097,0.30216933,0.00010396
0.47686097,0.32105493,0.00010198
0.47686097,0.33994050,0.00009959
0.47686097,0.35882608,0.00009669
0.47686097,0.37771168,0.00009314
0.47686097,0.39659725,0.00008871
0.47686097,0.41548283,0.00008303
0.47686097,0.43436843,0.00007540
0.47686097,0.45325400,0.00006402
0.47686097,0.47213958,0.00003979
0.47686097,0.49102515,0.00000000
0.47686097,0.50991073,0.00000000
0.47686097,0.52879636,0.00000000
0.47686097,0.54768193,0.00000000
0.47686097,0.56656750,0.00000000
0.47686097,0.58545308,0.00000000
0.47686097,0.60433865,0.00000000
0.47686097,0.62322423,0.00000000
0.47686097,0.64210986,0.00000000
0.47686097,0.66099543,0.00000000
0.47686097,0.67988101,0.00000000
0.47686097,0.69876658,0.00000000
0.47686097,0.71765215,0.00000000
0.47686097,0.73653773,0.00000000
0.47686097,0.75542336,0.00000000
0.47686097,0.77430893,0.00000000
0.47686097,0.79319451,0.00000000
0.47686097,0.81208008,0.00000000
0.47686097,0.83096565,0.00000000
0.47686097,0.84985123,0.00000000
0.47686097,0.86873686,0.00000000
0.47686097,0.88762243,0.00000000
0.47686097,0.90650801,0.00000000
