tau,s,h
0.71009791,0.45325400,0.00010919
0.71009791,0.47213958,0.00010837
0.71009791,0.49102515,0.00010735
0.71009791,0.50991073,0.00010609
0.71009791,0.52879636,0.00010456
0.71009791,0.54768193,0.00010272
0.71009791,0.56656750,0.00010048
0.71009791,0.58545308,0.00009778
0.71009791,0.60433865,0.00009447
0.71009791,0.62322423,0.00009038
0.71009791,0.64210986,0.00008519
0.71009791,0.66099543,0.00007836
0.71009791,0.67988101,0.00006864
0.71009791,0.69876658,0.00005170
0.71009791,0.71765215,0.00000000
0.71009791,0.73653773,0.00000000
0.71009791,0.75542336,0.00000000
0.71009791,0.77430893,0.00000000
0.71009791,0.79319451,0.00000000
0.71009791,0.81208008,0.00000000
0.71009791,0.83096565,0.00000000
0.71009791,0.84985123,0.00000000
0.71009791,0.86873686,0.00000000
0.71009791,0.88762243,0.00000000
0.71009791,0.90650801,0.00000000
0.71009791,0.92539358,0.00000000
0.72803924,0.00000000,0.00010133
0.72803924,0.01888558,0.00010211
0.72803924,0.03777117,0.00010288
0.72803924,0.05665675,0.00010363
0.72803924,0.07554233,0.00010437
0.72803924,0.09442792,0.00010508
0.72803924,0.11331350,0.00010576
0.72803924,0.13219909,0.00010642
0.72803924,0.15108466,0.00010705
0.72803924,0.16997025,0.00010765
0.72803924,0.18885584,0.00010822
0.72803924,0.20774141,0.00010874
0.72803924,0.22662700,0.00010923
0.72803924,0.24551258,0.00010967
0.72803924,0.26439818,0.00011006
0.72803924,0.28328375,0.00011040
0.72803924,0.30216933,0.00011067
0.72803924,0.32105493,0.00011088
0.72803924,0.33994050,0.00011102
0.72803924,0.35882608,0.00011108
0.72803924,0.37771168,0.00011105
0.72803924,0.39659725,0.00011092
0.72803924,0.41548283,0.00011068
0.72803924,0.43436843,0.00011031
0.72803924,0.45325400,0.00010981
0.72803924,0.47213958,0.00010916
0.72803924,0.49102515,0.00010833
0.72803924,0.50991073,0.00010729
0.72803924,0.52879636,0.00010602
0.72803924,0.54768193,0.00010448
0.72803924,0.56656750,0.00010261
0.72803924,0.58545308,0.00010036
0.72803924,0.60433865,0.00009763
0.72803924,0.62322423,0.00009429
0.72803924,0.64210986,0.00009015
0.72803924,0.66099543,0.00008490
0.72803924,0.67988101,0.00007796
0.72803924,0.69876658,0.00006804
0.72803924,0.71765215,0.00005038
0.72803924,0.73653773,0.00000000
0.72803924,0.75542336,0.00000000
0.72803924,0.77430893,0.00000000
0.72803924,0.79319451,0.00000000
0.72803924,0.81208008,0.00000000
0.72803924,0.83096565,0.00000000
0.72803924,0.84985123,0.00000000
0.72803924,0.86873686,0.00000000
0.72803924,0.88762243,0.00000000
0.72803924,0.90650801,0.00000000
0.72803924,0.92539358,0.00000000
0.74598052,0.00000000,0.00010057
0.74598052,0.01888558,0.00010137
0.74598052,0.03777117,0.00010215
0.74598052,0.05665675,0.00010292
0.74598052,0.07554233,0.00010367
0.74598052,0.09442792,0.00010440
0.74598052,0.11331350,0.00010511
0.74598052,0.13219909,0.00010580
0.74598052,0.15108466,0.00010645
0.74598052,0.16997025,0.00010708
0.74598052,0.18885584,0.00010768
0.74598052,0.20774141,0.00010824
0.74598052,0.22662700,0.00010877
0.74598052,0.24551258,0.00010925
0.74598052,0.26439818,0.00010969
0.74598052,0.28328375,0.00011008
0.74598052,0.30216933,0.00011041
0.74598052,0.32105493,0.00011068
0.74598052,0.33994050,0.00011089
0.74598052,0.35882608,0.00011102
0.74598052,0.37771168,0.00011108
0.74598052,0.39659725,0.00011104
0.74598052,0.41548283,0.00011091
0.74598052,0.43436843,0.00011066
0.74598052,0.45325400,0.00011029
0.74598052,0.47213958,0.00010978
0.74598052,0.49102515,0.00010912
0.74598052,0.50991073,0.00010828
0.74598052,0.52879636,0.00010723
0.74598052,0.54768193,0.00010595
0.74598052,0.56656750,0.00010439
0.74598052,0.58545308,0.00010251
0.74598052,0.60433865,0.00010024
0.74598052,0.62322423,0.00009747
0.74598052,0.64210986,0.00009410
0.74598052,0.66099543,0.00008991
0.74598052,0.67988101,0.00008460
0.74598052,0.69876658,0.00007755
0.74598052,0.71765215,0.00006741
0.74598052,0.73653773,0.00004898
0.74598052,0.75542336,0.00000000
0.74598052,0.77430893,0.00000000
0.74598052,0.79319451,0.00000000
0.74598052,0.81208008,0.00000000
0.74598052,0.83096565,0.00000000
0.74598052,0.84985123,0.00000000
0.74598052,0.86873686,0.00000000
0.74598052,0.88762243,0.00000000
0.74598052,0.90650801,0.00000000
0.74598052,0.92539358,0.00000000
0.76392184,0.00000000,0.00009980
0.76392184,0.01888558,0.00010061
0.76392184,0.03777117,0.00010141
0.76392184,0.05665675,0.00010219
0.76392184,0.07554233,0.00010296
0.76392184,0.09442792,0.00010371
0.76392184,0.11331350,0.00010444
0.76392184,0.13219909,0.00010515
0.76392184,0.15108466,0.00010583
0.76392184,0.16997025,0.00010649
0.76392184,0.18885584,0.00010711
0.76392184,0.20774141,0.00010771
0.76392184,0.22662700,0.00010827
0.76392184,0.24551258,0.00010879
0.76392184,0.26439818,0.00010928
0.76392184,0.28328375,0.00010971
0.76392184,0.30216933,0.00011010
0.76392184,0.32105493,0.00011043
0.76392184,0.33994050,0.00011070
0.76392184,0.35882608,0.00011090
0.76392184,0.37771168,0.00011103
0.76392184,0.39659725,0.00011108
0.76392184,0.41548283,0.00011104
0.76392184,0.43436843,0.00011090
0.76392184,0.45325400,0.00011065
0.76392184,0.47213958,0.00011027
0.76392184,0.49102515,0.00010976
0.76392184,0.50991073,0.00010908
0.76392184,0.52879636,0.00010823
0.76392184,0.54768193,0.00010717
0.76392184,0.56656750,0.00010588
0.76392184,0.58545308,0.00010431
0.76392184,0.60433865,0.00010241
0.76392184,0.62322423,0.00010011
0.76392184,0.64210986,0.00009732
0.76392184,0.66099543,0.00009391
0.76392184,0.67988101,0.00008968
0.76392184,0.69876658,0.00008429
0.76392184,0.71765215,0.00007714
0.76392184,0.73653773,0.00006677
0.76392184,0.75542336,0.00004746
0.76392184,0.77430893,0.00000000
0.76392184,0.79319451,0.00000000
0.76392184,0.81208008,0.00000000
0.76392184,0.83096565,0.00000000
0.76392184,0.84985123,0.00000000
0.76392184,0.86873686,0.00000000
0.76392184,0.88762243,0.00000000
0.76392184,0.90650801,0.00000000
0.76392184,0.92539358,0.00000000
0.78186317,0.00000000,0.00009902
0.78186317,0.01888558,0.00009984
0.78186317,0.03777117,0.00010065
0.78186317,0.05665675,0.00010145
0.78186317,0.07554233,0.00010223
0.78186317,0.09442792,0.00010300
0.78186317,0.11331350,0.00010375
0.78186317,0.13219909,0.00010447
0.78186317,0.15108466,0.00010518
0.78186317,0.16997025,0.00010586
0.78186317,0.18885584,0.00010652
0.78186317,0.20774141,0.00010714
0.78186317,0.22662700,0.00010774
0.78186317,0.24551258,0.00010830
0.78186317,0.26439818,0.00010882
0.78186317,0.28328375,0.00010930
0.78186317,0.30216933,0.00010973
0.78186317,0.32105493,0.00011011
0.78186317,0.33994050,0.00011044
0.78186317,0.35882608,0.00011071
0.78186317,0.37771168,0.00011091
0.78186317,0.39659725,0.00011103
0.78186317,0.41548283,0.00011108
0.78186317,0.43436843,0.00011103
0.78186317,0.45325400,0.00011089
0.78186317,0.47213958,0.00011063
0.78186317,0.49102515,0.00011025
0.78186317,0.50991073,0.00010973
0.78186317,0.52879636,0.00010904
0.78186317,0.54768193,0.00010818
0.78186317,0.56656750,0.00010712
0.78186317,0.58545308,0.00010581
0.78186317,0.60433865,0.00010422
0.78186317,0.62322423,0.00010230
0.78186317,0.64210986,0.00009998
0.78186317,0.66099543,0.00009717
0.78186317,0.67988101,0.00009372
0.78186317,0.69876658,0.00008944
0.78186317,0.71765215,0.00008398
0.78186317,0.73653773,0.00007671
0.78186317,0.75542336,0.00006611
0.78186317,0.77430893,0.00004582
0.78186317,0.79319451,0.00000000
0.78186317,0.81208008,0.00000000
0.78186317,0.83096565,0.00000000
0.78186317,0.84985123,0.00000000
0.78186317,0.86873686,0.00000000
0.78186317,0.88762243,0.00000000
0.78186317,0.90650801,0.00000000
0.78186317,0.92539358,0.00000000
0.79980445,0.00000000,0.00009822
0.79980445,0.01888558,0.00009906
0.79980445,0.03777117,0.00009988
0.79980445,0.05665675,0.00010069
0.79980445,0.07554233,0.00010149
0.79980445,0.09442792,0.00010227
0.79980445,0.11331350,0.00010304
0.79980445,0.13219909,0.00010378
0.79980445,0.15108466,0.00010451
0.79980445,0.16997025,0.00010522
0.79980445,0.18885584,0.00010590
0.79980445,0.20774141,0.00010655
0.79980445,0.22662700,0.00010717
0.79980445,0.24551258,0.00010777
0.79980445,0.26439818,0.00010832
0.79980445,0.28328375,0.00010884
0.79980445,0.30216933,0.00010932
0.79980445,0.32105493,0.00010975
0.79980445,0.33994050,0.00011013
0.79980445,0.35882608,0.00011046
0.79980445,0.37771168,0.00011072
0.79980445,0.39659725,0.00011092
0.79980445,0.41548283,0.00011104
0.79980445,0.43436843,0.00011108
0.79980445,0.45325400,0.00011103
0.79980445,0.47213958,0.00011088
0.79980445,0.49102515,0.00011061
0.79980445,0.50991073,0.00011023
0.79980445,0.52879636,0.00010970
0.79980445,0.54768193,0.00010901
0.79980445,0.56656750,0.00010814
0.79980445,0.58545308,0.00010706
0.79980445,0.60433865,0.00010574
0.79980445,0.62322423,0.00010413
0.79980445,0.64210986,0.00010220
0.79980445,0.66099543,0.00009985
0.79980445,0.67988101,0.00009701
0.79980445,0.69876658,0.00009353
0.79980445,0.71765215,0.00008920
0.79980445,0.73653773,0.00008367
0.79980445,0.75542336,0.00007628
0.79980445,0.77430893,0.00006543
0.79980445,0.79319451,0.00004403
0.79980445,0.81208008,0.00000000
0.79980445,0.83096565,0.00000000
0.79980445,0.84985123,0.00000000
0.79980445,0.86873686,0.00000000
0.79980445,0.88762243,0.00000000
0.79980445,0.90650801,0.00000000
0.79980445,0.92539358,0.00000000
0.81774577,0.00000000,0.00009742
0.81774577,0.01888558,0.00009827
0.81774577,0.03777117,0.00009910
0.81774577,0.05665675,0.00009992
0.81774577,0.07554233,0.00010073
0.81774577,0.09442792,0.00010153
0.81774577,0.11331350,0.00010231
0.81774577,0.13219909,0.00010307
0.81774577,0.15108466,0.00010382
0.81774577,0.16997025,0.00010455
0.81774577,0.18885584,0.00010525
0.81774577,0.20774141,0.00010593
0.81774577,0.22662700,0.00010658
0.81774577,0.24551258,0.00010721
0.81774577,0.26439818,0.00010780
0.81774577,0.28328375,0.00010835
0.81774577,0.30216933,0.00010887
0.81774577,0.32105493,0.00010934
0.81774577,0.33994050,0.00010977
0.81774577,0.35882608,0.00011015
0.81774577,0.37771168,0.00011047
0.81774577,0.39659725,0.00011073
0.81774577,0.41548283,0.00011092
0.81774577,0.43436843,0.00011104
0.81774577,0.45325400,0.00011108
0.81774577,0.47213958,0.00011102
0.81774577,0.49102515,0.00011087
0.81774577,0.50991073,0.00011060
0.81774577,0.52879636,0.00011020
0.81774577,0.54768193,0.00010967
0.81774577,0.56656750,0.00010897
0.81774577,0.58545308,0.00010809
0.81774577,0.60433865,0.00010700
0.81774577,0.62322423,0.00010566
0.81774577,0.64210986,0.00010405
0.81774577,0.66099543,0.00010209
0.81774577,0.67988101,0.00009973
0.81774577,0.69876658,0.00009685
0.81774577,0.71765215,0.00009334
0.81774577,0.73653773,0.00008896
0.81774577,0.75542336,0.00008335
0.81774577,0.77430893,0.00007584
0.81774577,0.79319451,0.00006474
0.81774577,0.81208008,0.00004204
0.81774577,0.83096565,0.00000000
0.81774577,0.84985123,0.00000000
0.81774577,0.86873686,0.00000000
0.81774577,0.88762243,0.00000000
0.81774577,0.90650801,0.00000000
0.81774577,0.92539358,0.00000000
0.83568705,0.00000000,0.00009662
0.83568705,0.01888558,0.00009747
0.83568705,0.03777117,0.00009831
0.83568705,0.05665675,0.00009914
0.83568705,0.07554233,0.00009996
0.83568705,0.09442792,0.00010077
0.83568705,0.11331350,0.00010157
0.83568705,0.13219909,0.00010235
0.83568705,0.15108466,0.00010311
0.83568705,0.16997025,0.00010386
0.83568705,0.18885584,0.00010458
0.83568705,0.20774141,0.00010528
0.83568705,0.22662700,0.00010596
0.83568705,0.24551258,0.00010661
0.83568705,0.26439818,0.00010724
0.83568705,0.28328375,0.00010782
0.83568705,0.30216933,0.00010838
0.83568705,0.32105493,0.00010889
0.83568705,0.33994050,0.00010937
0.83568705,0.35882608,0.00010979
0.83568705,0.37771168,0.00011017
0.83568705,0.39659725,0.00011049
0.83568705,0.41548283,0.00011074
0.83568705,0.43436843,0.00011093
0.83568705,0.45325400,0.00011105
0.83568705,0.47213958,0.00011108
0.83568705,0.49102515,0.00011102
0.83568705,0.50991073,0.00011086
0.83568705,0.52879636,0.00011058
0.83568705,0.54768193,0.00011018
0.83568705,0.56656750,0.00010963
0.83568705,0.58545308,0.00010893
0.83568705,0.60433865,0.00010804
0.83568705,0.62322423,0.00010694
0.83568705,0.64210986,0.00010559
0.83568705,0.66099543,0.00010396
0.83568705,0.67988101,0.00010198
0.83568705,0.69876658,0.00009959
0.83568705,0.71765215,0.00009669
0.83568705,0.73653773,0.00009314
0.83568705,0.75542336,0.00008871
0.83568705,0.77430893,0.00008303
0.83568705,0.79319451,0.00007540
0.83568705,0.81208008,0.00006402
0.83568705,0.83096565,0.00003979
0.83568705,0.84985123,0.00000000
0.83568705,0.86873686,0.00000000
0.83568705,0.88762243,0.00000000
0.83568705,0.90650801,0.00000000
0.83568705,0.92539358,0.00000000
0.85362838,0.00000000,0.00009580
0.85362838,0.01888558,0.00009666
0.85362838,0.03777117,0.00009751
0.85362838,0.05665675,0.00009835
0.85362838,0.07554233,0.00009918
0.85362838,0.09442792,0.00010000
0.85362838,0.11331350,0.00010081
0.85362838,0.13219909,0.00010161
0.85362838,0.15108466,0.00010239
0.85362838,0.16997025,0.00010315
0.85362838,0.18885584,0.00010389
0.85362838,0.20774141,0.00010462
0.85362838,0.22662700,0.00010532
0.85362838,0.24551258,0.00010600
0.85362838,0.26439818,0.00010665
0.85362838,0.28328375,0.00010727
0.85362838,0.30216933,0.00010785
0.85362838,0.32105493,0.00010841
0.85362838,0.33994050,0.00010892
0.85362838,0.35882608,0.00010939
0.85362838,0.37771168,0.00010981
0.85362838,0.39659725,0.00011018
0.85362838,0.41548283,0.00011050
0.85362838,0.43436843,0.00011075
0.85362838,0.45325400,0.00011094
0.85362838,0.47213958,0.00011105
0.85362838,0.49102515,0.00011108
0.85362838,0.50991073,0.00011101
0.85362838,0.52879636,0.00011085
0.85362838,0.54768193,0.00011056
0.85362838,0.56656750,0.00011016
0.85362838,0.58545308,0.00010960
0.85362838,0.60433865,0.00010889
0.85362838,0.62322423,0.00010799
0.85362838,0.64210986,0.00010687
0.85362838,0.66099543,0.00010552
0.85362838,0.67988101,0.00010387
0.85362838,0.69876658,0.00010187
0.85362838,0.71765215,0.00009946
0.85362838,0.73653773,0.00009653
0.85362838,0.75542336,0.00009294
0.85362838,0.77430893,0.00008846
0.85362838,0.79319451,0.00008271
0.85362838,0.81208008,0.00007494
0.85362838,0.83096565,0.00006327
0.85362838,0.84985123,0.00003720
0.85362838,0.86873686,0.00000000
0.85362838,0.88762243,0.00000000
0.85362838,0.90650801,0.00000000
0.85362838,0.92539358,0.00000000
0.87156965,0.00000000,0.00009498
0.87156965,0.01888558,0.00009584
0.87156965,0.03777117,0.00009670
0.87156965,0.05665675,0.00009755
0.87156965,0.07554233,0.00009839
0.87156965,0.09442792,0.00009922
0.87156965,0.11331350,0.00010004
0.87156965,0.13219909,0.00010085
0.87156965,0.15108466,0.00010165
0.87156965,0.16997025,0.00010242
0.87156965,0.18885584,0.00010319
0.87156965,0.20774141,0.00010393
0.87156965,0.22662700,0.00010465
0.87156965,0.24551258,0.00010535
0.87156965,0.26439818,0.00010603
0.87156965,0.28328375,0.00010668
0.87156965,0.30216933,0.00010730
0.87156965,0.32105493,0.00010788
0.87156965,0.33994050,0.00010843
0.87156965,0.35882608,0.00010894
0.87156965,0.37771168,0.00010941
0.87156965,0.39659725,0.00010983
0.87156965,0.41548283,0.00011020
0.87156965,0.43436843,0.00011051
0.87156965,0.45325400,0.00011076
0.87156965,0.47213958,0.00011095
0.87156965,0.49102515,0.00011105
0.87156965,0.50991073,0.00011108
0.87156965,0.52879636,0.00011101
0.87156965,0.54768193,0.00011083
0.87156965,0.56656750,0.00011055
0.87156965,0.58545308,0.00011013
0.87156965,0.60433865,0.00010957
0.87156965,0.62322423,0.00010885
0.87156965,0.64210986,0.00010794
0.87156965,0.66099543,0.00010681
0.87156965,0.67988101,0.00010544
0.87156965,0.69876658,0.00010378
0.87156965,0.71765215,0.00010176
0.87156965,0.73653773,0.00009933
0.87156965,0.75542336,0.00009637
0.87156965,0.77430893,0.00009274
0.87156965,0.79319451,0.00008820
0.87156965,0.81208008,0.00008237
0.87156965,0.83096565,0.00007447
0.87156965,0.84985123,0.00006251
0.87156965,0.86873686,0.00003410
0.87156965,0.88762243,0.00000000
0.87156965,0.90650801,0.00000000
0.87156965,0.92539358,0.00000000
0.88951098,0.00000000,0.00009415
0.88951098,0.01888558,0.00009502
0.88951098,0.03777117,0.00009589
0.88951098,0.05665675,0.00009674
0.88951098,0.07554233,0.00009759
0.88951098,0.09442792,0.00009843
0.88951098,0.11331350,0.00009926
0.88951098,0.13219909,0.00010008
0.88951098,0.15108466,0.00010089
0.88951098,0.16997025,0.00010168
0.88951098,0.18885584,0.00010246
0.88951098,0.20774141,0.00010322
0.88951098,0.22662700,0.00010397
0.88951098,0.24551258,0.00010469
0.88951098,0.26439818,0.00010539
0.88951098,0.28328375,0.00010606
0.88951098,0.30216933,0.00010671
0.88951098,0.32105493,0.00010733
0.88951098,0.33994050,0.00010791
0.88951098,0.35882608,0.00010846
0.88951098,0.37771168,0.00010897
0.88951098,0.39659725,0.00010943
0.88951098,0.41548283,0.00010985
0.88951098,0.43436843,0.00011022
0.88951098,0.45325400,0.00011053
0.88951098,0.47213958,0.00011078
0.88951098,0.49102515,0.00011095
0.88951098,0.50991073,0.00011106
0.88951098,0.52879636,0.00011107
0.88951098,0.54768193,0.00011100
0.88951098,0.56656750,0.00011082
0.88951098,0.58545308,0.00011053
0.88951098,0.60433865,0.00011011
0.88951098,0.62322423,0.00010954
0.88951098,0.64210986,0.00010881
0.88951098,0.66099543,0.00010789
0.88951098,0.67988101,0.00010675
0.88951098,0.69876658,0.00010536
0.88951098,0.71765215,0.00010368
0.88951098,0.73653773,0.00010165
0.88951098,0.75542336,0.00009920
0.88951098,0.77430893,0.00009621
0.88951098,0.79319451,0.00009254
0.88951098,0.81208008,0.00008795
0.88951098,0.83096565,0.00008204
0.88951098,0.84985123,0.00007400
0.88951098,0.86873686,0.00006171
0.88951098,0.88762243,0.00003016
0.88951098,0.90650801,0.00000000
0.88951098,0.92539358,0.00000000
0.90745225,0.00000000,0.00009332
0.90745225,0.01888558,0.00009420
0.90745225,0.03777117,0.00009507
0.90745225,0.05665675,0.00009593
0.90745225,0.07554233,0.00009679
0.90745225,0.09442792,0.00009764
0.90745225,0.11331350,0.00009848
0.90745225,0.13219909,0.00009931
0.90745225,0.15108466,0.00010013
0.90745225,0.16997025,0.00010093
0.90745225,0.18885584,0.00010172
0.90745225,0.20774141,0.00010250
0.90745225,0.22662700,0.00010326
0.90745225,0.24551258,0.00010400
0.90745225,0.26439818,0.00010472
0.90745225,0.28328375,0.00010542
0.90745225,0.30216933,0.00010609
0.90745225,0.32105493,0.00010674
0.90745225,0.33994050,0.00010736
0.90745225,0.35882608,0.00010794
0.90745225,0.37771168,0.00010848
0.90745225,0.39659725,0.00010899
0.90745225,0.41548283,0.00010946
0.90745225,0.43436843,0.00010987
0.90745225,0.45325400,0.00011024
0.90745225,0.47213958,0.00011054
0.90745225,0.49102515,0.00011079
0.90745225,0.50991073,0.00011096
0.90745225,0.52879636,0.00011106
0.90745225,0.54768193,0.00011107
0.90745225,0.56656750,0.00011099
0.90745225,0.58545308,0.00011081
0.90745225,0.60433865,0.00011051
0.90745225,0.62322423,0.00011008
0.90745225,0.64210986,0.00010951
0.90745225,0.66099543,0.00010877
0.90745225,0.67988101,0.00010784
0.90745225,0.69876658,0.00010669
0.90745225,0.71765215,0.00010529
0.90745225,0.73653773,0.00010359
0.90745225,0.75542336,0.00010154
0.90745225,0.77430893,0.00009906
0.90745225,0.79319451,0.00009604
0.90745225,0.81208008,0.00009233
0.90745225,0.83096565,0.00008769
0.90745225,0.84985123,0.00008170
0.90745225,0.86873686,0.00007352
0.90745225,0.88762243,0.00006089
0.90745225,0.90650801,0.00002443
0.90745225,0.92539358,0.00000000
0.92539358,0.00000000,0.00009249
0.92539358,0.01888558,0.00009337
0.92539358,0.03777117,0.00009424
0.92539358,0.05665675,0.00009511
0.92539358,0.07554233,0.00009597
0.92539358,0.09442792,0.00009683
0.92539358,0.11331350,0.00009768
0.92539358,0.13219909,0.00009852
0.92539358,0.15108466,0.00009935
0.92539358,0.16997025,0.00010017
0.92539358,0.18885584,0.00010097
0.92539358,0.20774141,0.00010176
0.92539358,0.22662700,0.00010254
0.92539358,0.24551258,0.00010330
0.92539358,0.26439818,0.00010404
0.92539358,0.28328375,0.00010476
0.92539358,0.30216933,0.00010546
0.92539358,0.32105493,0.00010613
0.92539358,0.33994050,0.00010677
0.92539358,0.35882608,0.00010739
0.92539358,0.37771168,0.00010797
0.92539358,0.39659725,0.00010851
0.92539358,0.41548283,0.00010902
0.92539358,0.43436843,0.00010948
0.92539358,0.45325400,0.00010989
0.92539358,0.47213958,0.00011025
0.92539358,0.49102515,0.00011056
0.92539358,0.50991073,0.00011080
0.92539358,0.52879636,0.00011097
0.92539358,0.54768193,0.00011106
0.92539358,0.56656750,0.00011107
0.92539358,0.58545308,0.00011099
0.92539358,0.60433865,0.00011080
0.92539358,0.62322423,0.00011049
0.92539358,0.64210986,0.00011006
0.92539358,0.66099543,0.00010947
0.92539358,0.67988101,0.00010872
0.92539358,0.69876658,0.00010778
0.92539358,0.71765215,0.00010662
0.92539358,0.73653773,0.00010521
0.92539358,0.75542336,0.00010350
0.92539358,0.77430893,0.00010143
0.92539358,0.79319451,0.00009892
0.92539358,0.81208008,0.00009587
0.92539358,0.83096565,0.00009212
0.92539358,0.84985123,0.00008743
0.92539358,0.86873686,0.00008135
0.92539358,0.88762243,0.00007302
0.92539358,0.90650801,0.00006004
0.92539358,0.92539358,0.00000000